customer_id,customer_name,phone_no,city,signup_date,loyalty_status
C0151,Betty Good,674339537,Hyderabad,2023-02-25,Bronze
C0152,Kristopher Kim III,7165066533,Bangalore,2024-06-24,
C0153,Breanna Ware,3221649583,Bangalore,2024-06-03,
C0154,Mathew Black,523507395,,2023-10-23,
C0155,Eric Davis,6793884340,Mumbai,2023-01-06,Gold
C0156,Albert Patel,6411800995,Chennai,2025-02-21,
C0157,Michael Hall,5807315973,Kolkata,2024-01-19,Gold
C0158,Dr. Judy Arellano,6016568293,Mumbai,2023-07-21,
C0159,Spencer James,3128435245,Mumbai,2023-01-02,Bronze
C0160,Larry Davis,9413194869,Hyderabad,2024-10-12,Gold
C0161,James Smith,5294242881,Chennai,2023-09-30,
C0162,Christine Carter,8032767126,Chennai,2024-10-24,Gold
C0163,Tanya Dawson,141702477,Bangalore,2024-06-06,
C0164,Amanda Anderson,4104568461,Chennai,2023-09-19,Gold
C0165,Kelly Hale,3235655439,Hyderabad,2024-05-15,Gold
C0166,Mariah Roberts,6326225000,Chennai,2024-05-14,
C0167,Joshua Rodriguez,5143792471,Kolkata,2023-03-19,Silver
C0168,Robert Mora,3421726750,Bangalore,2022-08-12,
C0169,Brenda James,1570734169,Bangalore,2025-04-23,Bronze
C0170,Christina Dunn,2079194170,Mumbai,2023-09-29,Silver
C0171,Janet Barnes,7244199824,Mumbai,2023-10-04,Silver
C0172,Chris Martin,731096030,Chennai,2023-09-07,Silver
C0173,Patricia Sanchez,6619193563,Hyderabad,2024-07-15,Gold
C0174,Noah Koch,9394790437,Bangalore,2023-12-24,Silver
C0175,Sabrina Hamilton,5206135269,Delhi,2022-10-04,Silver
C0176,Nicholas Lopez,6595123785,Delhi,2024-12-09,
C0177,Maria Davis,7539735718,Delhi,2025-02-15,Silver
C0178,Joshua Pruitt,7901957244,Mumbai,2023-03-23,
C0179,Tyler Burns,5293757645,Bangalore,2024-03-03,Silver
C0180,Donald Shields,5453198696,Delhi,2024-02-28,
C0181,Kevin Mendez,8020390302,Bangalore,2023-03-16,
C0182,Vanessa Ellis,6865997620,Chennai,2023-03-24,Gold
C0183,Thomas Cox,3907228645,Hyderabad,2023-05-26,Silver
C0184,Douglas Lee,5097811160,Mumbai,2024-01-07,Gold
C0185,Michelle Johnson,5675286149,Delhi,2022-11-16,Bronze
C0186,Eric Evans,7714798669,Delhi,2023-04-15,Gold
C0187,James Johnson,7340354608,Mumbai,2023-06-22,
C0188,Sara Ramirez,2902656665,Chennai,2024-09-22,Bronze
C0189,Kenneth Sanchez,646655085,Mumbai,2024-10-19,Silver
C0190,Richard Galloway,5281482224,Mumbai,2022-08-26,Bronze
C0191,Kyle Bell,4441951994,Chennai,2024-09-25,
C0192,Lorraine White MD,2824526972,Mumbai,2024-11-15,Bronze
C0193,Deborah Ayers,990197257,Chennai,2025-01-30,Silver
C0194,Michael Galloway,5306304044,Kolkata,2023-03-17,
C0195,Noah Roach,3301963720,Mumbai,2023-11-09,
C0196,Charles Mendez,1812271698,Mumbai,2022-09-24,Silver
C0197,Samuel Dillon,7148168093,Chennai,2025-05-19,Bronze
C0198,Kari Lewis,453808563,Hyderabad,2024-12-22,
C0199,Paul Bowman,3298055563,Hyderabad,2022-11-08,Bronze
C0200,Matthew Taylor,8104876940,Kolkata,2024-01-18,
C0201,Shawn Olson,9000647581,Kolkata,2024-10-12,Gold
C0202,Michael Hinton,4471975917,Kolkata,2024-04-06,
C0203,Bradley Larson,5779244375,Kolkata,2024-11-14,
C0204,Jason Davis,1517970933,Chennai,2023-02-24,Gold
C0205,Samuel Dennis,2216232693,Hyderabad,2024-09-06,Gold
C0206,Christopher Hart,9882517825,Chennai,2024-06-20,
C0207,Melissa Gates,127977982,Kolkata,2023-07-15,Bronze
C0208,Timothy Rodriguez,2291642883,Hyderabad,2024-12-01,Silver
C0209,Lauren Fisher,7186388870,Bangalore,2024-11-18,Silver
C0210,Tyler Williams,6806916659,Delhi,2023-08-26,
C0211,Lisa Charles,9714203159,Hyderabad,2023-03-25,Gold
C0212,Nathan Villanueva,609787518,Hyderabad,2024-11-24,
C0213,Denise Long,3570354767,Delhi,2023-06-07,Silver
C0214,Cassandra Barnes,185400330,Chennai,2024-10-12,
C0215,Jennifer Landry,9570617862,Hyderabad,2024-01-14,Bronze
C0216,Rebecca Davis,8801718500,Delhi,2023-10-24,
C0217,Gail Peterson,9287354027,Chennai,2023-11-26,
C0218,Mandy Osborne,8089988534,Hyderabad,2023-08-15,Gold
C0219,Jennifer Kelly,6940948210,Mumbai,2023-09-23,Gold
C0220,Susan Dean,7533195904,Mumbai,2023-10-14,
C0221,Marvin Munoz,3598772151,Delhi,2024-02-07,Gold
C0222,Brian Oneill,8499854002,Hyderabad,2023-06-28,
C0223,Linda Haley,9997922197,Kolkata,2025-01-08,
C0224,Madison Olsen,4417761166,Chennai,2024-11-16,Bronze
C0225,Shane Smith,5735373045,Mumbai,2024-07-25,Silver
C0226,Summer Thomas,3662944923,Hyderabad,2025-03-15,Silver
C0227,Lauren Shepherd,4491046221,Chennai,2023-08-26,
C0228,Deborah Mckay,7557823647,Hyderabad,2023-11-12,Bronze
C0229,Angela Cook,4183129213,Kolkata,2024-11-13,
C0230,Bruce Morales,3925573877,Kolkata,2023-05-03,
C0231,Angela Davis,3560528430,Chennai,2024-07-24,
C0232,Michael Porter,5291534004,Hyderabad,2023-12-23,Bronze
C0233,James Salas,3737552565,Kolkata,2024-07-30,Bronze
C0234,James Donaldson,3738590390,Hyderabad,2024-03-27,
C0235,Mary Mcneil,1000949350,Kolkata,2023-12-28,
C0236,Eric Pena,5723525868,Kolkata,2022-09-02,
C0237,Juan Robertson,1176981443,Bangalore,2022-09-11,Bronze
C0238,Mr. Cody Thomas III,5895320531,Bangalore,2024-09-15,Silver
C0239,Jeffrey Green,29134433,Chennai,2025-04-21,Gold
C0240,Troy Garcia,2807127650,Hyderabad,2023-04-15,Gold
C0241,Courtney Torres,7474667603,Chennai,2023-11-25,Silver
C0242,Juan Johnson,563727855,Hyderabad,2023-07-04,Silver
C0243,Jonathan Butler,5097173929,Mumbai,2023-09-25,Silver
C0244,Kelly Alexander,7679575135,,2023-05-22,
C0245,Daniel Elliott,9192869577,Bangalore,2024-12-19,Gold
C0246,Emily Johnson,7972653724,Bangalore,2024-08-20,Bronze
C0247,Carl Cantrell,2293910693,Bangalore,2024-02-09,
C0248,Dale Hudson,4092120730,Hyderabad,2022-10-11,
C0249,Edwin Nichols,2430430535,Mumbai,2025-08-10,Bronze
C0250,Alexa Dunn,3042108436,Hyderabad,2023-05-02,
C0251,Tina Tyler,666962497,Kolkata,2024-05-23,Gold
C0252,Danielle Allen,9404920510,Mumbai,2025-02-12,Silver
C0253,Tracy Palmer,4334184547,Bangalore,2025-03-06,Gold
C0254,Kerry Lewis,8105809617,Delhi,2023-03-08,
C0255,Alexis Jimenez,4840885683,Bangalore,2025-07-31,
C0256,Richard Morris IV,8257041516,Mumbai,2024-04-18,Silver
C0257,William Kelley,8290561332,Bangalore,2025-01-21,
C0258,Robert Walker,4219863312,Mumbai,2023-10-26,Bronze
C0259,Brittany Walters,2043616388,Mumbai,2024-05-13,Silver
C0260,Daniel Moon,7810590819,Hyderabad,2024-02-07,Gold
C0261,Laura Jones DDS,7744863855,Delhi,2023-02-21,
C0262,Thomas Scott,7838475556,Bangalore,2022-09-13,
C0263,Michael Tucker,4893762223,Mumbai,2025-07-22,
C0264,David Allen,2054898222,Bangalore,2023-01-08,Silver
C0265,Shelley Hale,3745089542,Kolkata,2023-06-07,
C0266,Jasmine Buchanan,9938756791,Chennai,2022-08-25,Gold
C0267,Leslie Brooks,970576710,Chennai,2024-01-28,Silver
C0268,Adam Daugherty,681497913,Chennai,2024-08-18,
C0269,Timothy Smith,3805531644,Kolkata,2022-08-31,Bronze
C0270,Christopher Howell,2111000987,Bangalore,2023-03-07,
C0271,Jesse Murray,8312075985,Hyderabad,2023-06-30,Silver
C0272,Elizabeth Hernandez,68703631,Bangalore,2023-04-07,
C0273,Jessica Owens,2759149691,Hyderabad,2024-08-28,Gold
C0274,Denise Farmer,8952085641,Chennai,2022-09-25,Gold
C0275,Brandon Adams,7863270548,Chennai,2024-05-21,
C0276,Nathan Mclaughlin,5180603455,Bangalore,2024-05-22,Silver
C0277,Louis King,3094308318,Kolkata,2022-12-31,
C0278,Anthony Smith,8775516983,Chennai,2024-05-13,Silver
C0279,Michele Hartman,1957700286,Hyderabad,2023-03-03,Gold
C0280,Carolyn Thomas,1874739732,Bangalore,2025-04-13,Gold
C0281,Courtney Munoz,3866855300,Kolkata,2023-04-07,Bronze
C0282,Michael Baker,1944376620,Hyderabad,2025-06-15,Gold
C0283,Jennifer Mcintosh,2245564222,Bangalore,2024-07-19,Gold
C0284,Patricia Richardson,1238828198,Hyderabad,2023-04-17,Silver
C0285,Karen Wilkinson,7398663100,Chennai,2023-01-22,Gold
C0286,Sarah Wolfe,9947942263,Hyderabad,2025-08-01,Gold
C0287,Christopher Norris,3965084902,Mumbai,2025-02-18,
C0288,Benjamin Mcdonald,2633226037,Mumbai,2023-02-19,Gold
C0289,Debbie Lynch,9173895602,Hyderabad,2024-09-03,Silver
C0290,Mr. Wesley Taylor,9304143359,Chennai,2023-02-10,
C0291,Michael Stevens,358483601,Chennai,2023-05-22,
C0292,Charles Shaw,5193734539,Hyderabad,2024-09-25,Silver
C0293,Laura Smith,3600347496,Hyderabad,2023-12-11,
C0294,Carolyn Robinson,44369040,Bangalore,2024-07-24,
C0295,Lee Tate,5545846046,Kolkata,2025-04-02,Silver
C0296,Kathleen Medina,151306771,Kolkata,2025-07-20,Bronze
C0297,Sean Hudson,5805945616,Delhi,2024-05-06,
C0298,Kathryn Brown,3263132041,Mumbai,2025-03-11,Silver
C0299,Jennifer Jackson,3007759936,Mumbai,2025-05-30,Silver
C0300,Katelyn Palmer,6548337778,Delhi,2022-08-28,Bronze
C0301,Neil Roberts,8798713252,,2023-11-11,
C0302,Andrew Jones,5328200186,Delhi,2024-04-30,Bronze
C0303,Amanda Scott,6037832993,Delhi,2023-10-10,
C0304,Kenneth Lopez,4596325500,,2023-04-22,Gold
C0305,Amber Freeman,1332171297,Kolkata,2024-06-04,Silver
C0306,Michael Hernandez,6538541470,Bangalore,2025-07-25,
C0307,Sarah Bradley,8163872981,Chennai,2023-02-20,
C0308,Patrick Huff,7538578404,Delhi,2023-02-07,
C0309,Ricky Wilson,8731722948,Kolkata,2025-04-16,Bronze
C0310,Eric Shelton,8745305814,Chennai,2025-03-21,Silver
C0311,Heather Nicholson,510192430,Mumbai,2024-05-15,Gold
C0312,Heather Barker,5443836513,Bangalore,2023-08-21,
C0313,Kayla Miller,6978842862,Delhi,2022-09-29,Silver
C0314,Deborah Jensen,7475514357,Bangalore,2024-02-01,Gold
C0315,Lauren Johnson,335982253,Hyderabad,2023-02-27,Silver
C0316,Trevor Pearson,1390478445,Mumbai,2022-10-12,
C0317,Ashley Taylor,6063154223,Bangalore,2024-04-07,
C0318,Steven Price,9368116711,Hyderabad,2023-02-02,Bronze
C0319,Andrew Maldonado,4952690312,Delhi,2022-12-14,Gold
C0320,Rodney Young,5448525002,Delhi,2025-08-06,Gold
C0321,Stanley Bishop,1777365440,Delhi,2023-06-04,Gold
C0322,Lisa Boyd,7919837319,Bangalore,2025-07-02,Bronze
C0323,Caroline Martinez,7539918074,Kolkata,2023-04-15,Silver
C0324,Jessica Reed,4957704207,Delhi,2025-02-14,Silver
C0325,Lauren Wallace,3670767213,Bangalore,2023-11-09,Gold
C0326,Virginia Thomas,6831894237,Bangalore,2023-10-31,Gold
C0327,Terry Camacho,3501374350,Bangalore,2024-09-06,Silver
C0328,Michael Ramos,5230236216,Kolkata,2025-01-13,Bronze
C0329,Ronald Bruce,2677975893,Delhi,2025-04-17,
C0330,David Flores,3804452594,Hyderabad,2023-01-29,Bronze
C0331,Diane Sims,5153120035,Mumbai,2022-11-17,
C0332,Gary Wells,5323783400,Kolkata,2024-04-05,Silver
C0333,Kyle Davis,5845454195,Bangalore,2025-06-18,
C0334,Patrick Nguyen,7933894135,Mumbai,2025-03-26,Silver
C0335,Mary Brandt,9107908671,Mumbai,2024-04-02,
C0336,Andrew Mcfarland,4762790942,Kolkata,2023-11-06,
C0337,Maurice Nguyen,6775226216,Bangalore,2024-02-23,
C0338,Shannon Hoffman,9973233241,Kolkata,2025-05-15,Gold
C0339,Ethan Thomas,2576868530,Delhi,2024-09-20,Gold
C0340,Brent Greene,2036983602,Delhi,2023-10-18,
C0341,Walter Peterson,2084998296,Kolkata,2023-10-10,
C0342,Jennifer Hartman,5498860131,Chennai,2023-02-12,Silver
C0343,Sandra Potter,9045814664,Kolkata,2025-03-01,
C0344,James Diaz,1372924618,Kolkata,2025-03-25,Gold
C0345,Wesley Ortega,5658858980,Chennai,2023-12-17,Bronze
C0346,Lori Strickland,9838923917,Kolkata,2023-12-29,Gold
C0347,Cesar Harris,3308637670,Bangalore,2023-01-22,Bronze
C0348,Michael Stafford,8338253276,Chennai,2022-12-22,Silver
C0349,Faith Smith,9868597097,Kolkata,2022-09-11,
C0350,Jay Smith,4073500757,Kolkata,2023-11-24,Gold
C0351,Courtney Hodges,8957645395,Kolkata,2024-04-15,Silver
C0352,Veronica Ortiz,4577316449,Kolkata,2023-03-19,Bronze
C0353,Mary Gross,4471929188,Hyderabad,2022-11-07,
C0354,Jennifer Sanders,8250223791,Mumbai,2022-11-15,Bronze
C0355,Misty Simmons,9096699741,Mumbai,2025-02-11,Gold
C0356,Jorge Yoder,2780993880,Bangalore,2022-08-19,Silver
C0357,Carolyn Greene,1455512667,Bangalore,2024-11-14,Bronze
C0358,Jason Atkins,2909991258,Mumbai,2024-04-11,
C0359,David Bishop,451679146,Mumbai,2023-03-08,Bronze
C0360,Rachel Williams,1061723437,Hyderabad,2025-01-31,Bronze
C0361,Kristin Peters,8853666037,Delhi,2024-09-25,
C0362,Krista Wallace,6038935018,Hyderabad,2023-03-20,Silver
C0363,Wayne Harvey,1038389896,Delhi,2022-12-25,
C0364,Brandon Cardenas,8424459029,Delhi,2024-08-18,
C0365,Emily Beard,4756972923,Bangalore,2024-07-15,Silver
C0366,Kimberly King,2421657821,Mumbai,2025-04-23,Gold
C0367,Donald Lopez,7307906023,Mumbai,2024-08-02,Silver
C0368,Lisa Graham,6676812061,Bangalore,2022-09-08,Gold
C0369,Charles Chambers,994642932,Hyderabad,2022-09-05,Gold
C0370,Frederick Ryan,5442701328,Mumbai,2025-01-28,Gold
C0371,Brian Conner,2371119338,Bangalore,2023-07-03,Silver
C0372,Jeremy Buckley,5193196195,Bangalore,2024-01-09,
C0373,Dr. Matthew Rodriguez,1245941096,Bangalore,2023-08-27,
C0374,Christopher Harrington,1538611248,Delhi,2023-11-21,
C0375,Sean Estrada,5484452367,Mumbai,2025-01-31,
C0376,Christopher Welch,2572537800,Bangalore,2023-01-09,Bronze
C0377,Molly Underwood,8495747480,Bangalore,2022-09-09,Bronze
C0378,Sabrina Thompson,452888658,Delhi,2024-03-09,Gold
C0379,Karen Long,9444162502,Hyderabad,2025-03-11,
C0380,Mrs. Cheyenne Carey,3397391818,Delhi,2023-01-06,
C0381,Martin Miller,6710239262,Mumbai,2023-05-26,
C0382,Michelle Rose,4076009249,Hyderabad,2024-01-21,
C0383,Stephen Smith,1557025020,Hyderabad,2024-03-02,Silver
C0384,Jesse Martinez,2911466438,Mumbai,2024-09-18,Silver
C0385,Aaron Anderson,9542554418,Delhi,2025-06-20,Bronze
C0386,Kevin Elliott,5909281532,Mumbai,2023-12-04,Bronze
C0387,Edward Douglas,7526620797,Bangalore,2024-03-18,
C0388,Catherine Davis,4224308334,Kolkata,2023-11-23,Silver
C0389,Nathan Bradley,6399658343,Mumbai,2024-11-04,
C0390,Samuel Jones,8907998440,Delhi,2025-03-21,Gold
C0391,Keith Brock,7290194471,Bangalore,2023-01-16,Silver
C0392,Makayla Long,6467718733,Mumbai,2024-01-17,Silver
C0393,Mrs. Lindsay Key,9614640518,Bangalore,2024-10-08,
C0394,Karen Holt,6000577066,Delhi,2025-01-07,Bronze
C0395,Amber Miller,9381967909,Hyderabad,2025-03-10,
C0396,Cheryl Foster,4969095506,Mumbai,2024-03-14,Silver
C0397,Kenneth Livingston,4665700910,Bangalore,2024-10-17,
C0398,Michael Odonnell,5854230164,Bangalore,2023-08-13,Silver
C0399,Benjamin Rodriguez,5626155784,Bangalore,2025-07-19,Bronze
C0400,Nicholas Brown,5350490347,Bangalore,2024-04-03,
C0401,Tiffany Parker,4852562634,Delhi,2022-11-08,
C0402,Tim Martin,8825574876,Mumbai,2023-07-07,Gold
C0403,Claire Rodriguez,7262515826,Delhi,2023-07-24,
C0404,Preston Reed,1124943594,Kolkata,2025-07-06,
C0405,Tina Robinson,1112367267,Delhi,2023-06-12,Bronze
C0406,Jason Green,6260984336,Kolkata,2022-11-10,Gold
C0407,Marco Hayes,2661284124,Hyderabad,2023-09-24,
C0408,Corey Horne,3577233418,Delhi,2025-02-12,Gold
C0409,Alyssa Johnson,260718012,Delhi,2022-10-17,Bronze
C0410,Paul Wright,1222833954,Mumbai,2024-12-18,
C0411,Eric Lee,3717708033,Hyderabad,2023-04-05,
C0412,Carla Harvey,5864743489,Mumbai,2022-12-10,Silver
C0413,James Mendez,2441315057,Hyderabad,2025-02-12,
C0414,Gregory Johnson,7028124904,Delhi,2024-01-05,Silver
C0415,Rachael Donovan,5545295308,Chennai,2024-10-05,
C0416,Troy Smith,1268635387,Mumbai,2025-01-21,
C0417,Christopher Huang,9715944646,Delhi,2023-12-12,Silver
C0418,David Cunningham,6891123618,Mumbai,2024-12-06,Silver
C0419,Stephanie Robinson,4320649184,Kolkata,2023-10-20,
C0420,Tiffany Ferguson,3400428407,Kolkata,2024-02-07,
